SUBJECT_ID	PARENT_ID	TYPE	TIMEPOINT	POPULATION	SUPER_POPULATION	FAMILY_ID	GENDER	RELATIONSHIP	FAMILY_TYPE	
NA19763		PATIENT 		MXL	Ad Mixed American	m028	FEMALE	CHILD	TRIO	
NA19764		PATIENT 		MXL	Ad Mixed American	2405	FEMALE	MOTHER	UNREL	
NA19766		PATIENT 		MXL	Ad Mixed American	2405	FEMALE	CHILD OF 19764	ADDNL RELATED	
NA19768		PATIENT 		MXL	Ad Mixed American	2406	MALE	FATHER	UNREL	
NA19770		PATIENT 		MXL	Ad Mixed American	m031	FEMALE	MOTHER	TRIO	
NA19771		PATIENT 		MXL	Ad Mixed American	m031	MALE	FATHER	TRIO	
NA19772		PATIENT 		MXL	Ad Mixed American	m031	MALE	CHILD	TRIO	
NA19773		PATIENT 		MXL	Ad Mixed American	m033	FEMALE	MOTHER	TRIO	
NA19774		PATIENT 		MXL	Ad Mixed American	m033	MALE	FATHER	TRIO	
NA19775		PATIENT 		MXL	Ad Mixed American	m033	FEMALE	CHILD	TRIO	
NA19776		PATIENT 		MXL	Ad Mixed American	m034	FEMALE	MOTHER	TRIO	
NA19777		PATIENT 		MXL	Ad Mixed American	m034	MALE	FATHER	TRIO	
NA19778		PATIENT 		MXL	Ad Mixed American	m034	MALE	CHILD	TRIO	
NA19779		PATIENT 		MXL	Ad Mixed American	m035	FEMALE	MOTHER	TRIO	
NA19780		PATIENT 		MXL	Ad Mixed American	m035	MALE	FATHER	TRIO	
NA19781		PATIENT 		MXL	Ad Mixed American	m035	FEMALE	CHILD	TRIO	
NA19782		PATIENT 		MXL	Ad Mixed American	m036	FEMALE	MOTHER	TRIO	
NA19783		PATIENT 		MXL	Ad Mixed American	m036	MALE	FATHER	TRIO	
NA19784		PATIENT 		MXL	Ad Mixed American	m036	MALE	CHILD	TRIO	
NA19785		PATIENT 		MXL	Ad Mixed American	m032	FEMALE	MOTHER	TRIO	
NA19786		PATIENT 		MXL	Ad Mixed American	m032	MALE	FATHER	TRIO	
NA19787		PATIENT 		MXL	Ad Mixed American	m032	MALE	CHILD	TRIO	
NA19788		PATIENT 		MXL	Ad Mixed American	m037	FEMALE	MOTHER	TRIO	
NA19789		PATIENT 		MXL	Ad Mixed American	m037	MALE	FATHER	TRIO	
NA19790		PATIENT 		MXL	Ad Mixed American	m037	FEMALE	CHILD	TRIO	
NA19792		PATIENT 		MXL	Ad Mixed American	2414	MALE	FATHER	UNREL	
NA19794		PATIENT 		MXL	Ad Mixed American	m039	FEMALE	MOTHER	TRIO	
NA19795		PATIENT 		MXL	Ad Mixed American	m039	MALE	FATHER	TRIO	
NA19796		PATIENT 		MXL	Ad Mixed American	m039	MALE	CHILD	TRIO	
NA19797		PATIENT 		MXL	Ad Mixed American	2416	FEMALE	MOTHER	UNREL	
NA19798		PATIENT 		MXL	Ad Mixed American	2416	MALE	FATHER	UNREL	
NA19818		PATIENT 		ASW	African	2418	MALE	FATHER	TRIO	
NA19819		PATIENT 		ASW	African	2418	FEMALE	MOTHER	TRIO	
NA19828		PATIENT 		ASW	African	2418	MALE	CHILD	TRIO	
NA19834		PATIENT 		ASW	African	2424	MALE	FATHER	TRIO	
NA19835		PATIENT 		ASW	African	2424	FEMALE	MOTHER	TRIO	
NA19836		PATIENT 		ASW	African	2424	FEMALE	CHILD	TRIO	
NA19900		PATIENT 		ASW	African	2425	MALE	FATHER	TRIO	
NA19901		PATIENT 		ASW	African	2425	FEMALE	MOTHER	TRIO	
NA19902		PATIENT 		ASW	African	2425	FEMALE	CHILD	TRIO	
NA19904		PATIENT 		ASW	African	2426	MALE	FATHER	UNREL	
NA19905		PATIENT 		ASW	African	2426	FEMALE	CHILD OF 19904	ADDNL RELATED	
NA19908		PATIENT 		ASW	African	2427	MALE	FATHER	TRIO	
NA19909		PATIENT 		ASW	African	2427	FEMALE	MOTHER	TRIO	
NA19913		PATIENT 		ASW	African	2426	FEMALE	CHILD OF 19904	ADDNL RELATED	
NA19914		PATIENT 		ASW	African	2430	FEMALE	MOTHER	DUO	
NA19915		PATIENT 		ASW	African	2430	MALE	CHILD	DUO	
NA19916		PATIENT 		ASW	African	2431	MALE	FATHER	TRIO	
NA19917		PATIENT 		ASW	African	2431	FEMALE	MOTHER	TRIO	
NA19918		PATIENT 		ASW	African	2431	MALE	CHILD	TRIO	
NA19919		PATIENT 		ASW	African	2427	MALE	CHILD	TRIO	
NA19920		PATIENT 		ASW	African	2433	MALE	FATHER	TRIO	
NA19921		PATIENT 		ASW	African	2433	FEMALE	MOTHER	TRIO	
NA19922		PATIENT 		ASW	African	2434	MALE	FATHER	UNREL	
NA19923		PATIENT 		ASW	African	2434	FEMALE	MOTHER	UNREL	
NA19924		PATIENT 		ASW	African	2434	FEMALE	CHILD OF 19923	ADDNL RELATED	
NA19982		PATIENT 		ASW	African	2436	MALE	FATHER	TRIO	
NA19983		PATIENT 		ASW	African	2436	FEMALE	CHILD	TRIO	
NA19984		PATIENT 		ASW	African	2437a	MALE	FATHER	UNREL	
NA19985		PATIENT 		ASW	African	2437	FEMALE	MOTHER	DUO	
NA20126		PATIENT 		ASW	African	2446	MALE	FATHER	TRIO	
NA20127		PATIENT 		ASW	African	2446	FEMALE	MOTHER	TRIO	
NA20128		PATIENT 		ASW	African	2446	FEMALE	CHILD	TRIO	
NA20129		PATIENT 		ASW	African	2433	FEMALE	CHILD	TRIO	
NA20274		PATIENT 		ASW	African	2357a	FEMALE	MAT AUNT	ADDNL RELATED	
NA20276		PATIENT 		ASW	African	2466	FEMALE	MOTHER	DUO	
NA20277		PATIENT 		ASW	African	2466	FEMALE	CHILD	DUO	
NA20278		PATIENT 		ASW	African	2467	MALE	FATHER	TRIO	
NA20279		PATIENT 		ASW	African	2467	MALE	CHILD	TRIO	
NA20281		PATIENT 		ASW	African	2469	MALE	NOT FATHER	UNREL	
NA20282		PATIENT 		ASW	African	2469	FEMALE	MOTHER	TRIO	
NA20284		PATIENT 		ASW	African	2469	MALE	CHILD	DUO	
NA20285		PATIENT 		ASW	African	2469	MALE	"CHILD OF 20282; BROTHER OF 20283,4 & 6"	ADDNL RELATED	
NA20287		PATIENT 		ASW	African	2470	FEMALE	MOTHER	DUO	
NA20288		PATIENT 		ASW	African	2470	MALE	CHILD	DUO	
NA20289		PATIENT 		ASW	African	2471	FEMALE	MOTHER	DUO	
NA20290		PATIENT 		ASW	African	2471	FEMALE	CHILD	DUO	
NA20291		PATIENT 		ASW	African	2472	MALE	FATHER	DUO	
NA20292		PATIENT 		ASW	African	2472	FEMALE	CHILD	DUO	
NA20294		PATIENT 		ASW	African	2474	FEMALE	MOTHER	DUO	
NA20295		PATIENT 		ASW	African	2474	MALE	CHILD	DUO	
NA20296		PATIENT 		ASW	African	2475	FEMALE	MOTHER	DUO	
NA20297		PATIENT 		ASW	African	2475	MALE	CHILD	DUO	
NA20298		PATIENT 		ASW	African	2476a	MALE	FATHER	UNREL	
NA20299		PATIENT 		ASW	African	2476	FEMALE	MOTHER	DUO	
NA20300		PATIENT 		ASW	African	2476	FEMALE	CHILD	DUO	
NA20301		PATIENT 		ASW	African	2477	FEMALE	MOTHER	DUO	
NA20302		PATIENT 		ASW	African	2477	MALE	CHILD	DUO	
NA20312		PATIENT 		ASW	African	2478	FEMALE	SISTER OF 20313	ADDNL RELATED	
NA20313		PATIENT 		ASW	African	2478a	FEMALE	SISTER OF 20312	ADDNL RELATED	
NA20314		PATIENT 		ASW	African	2479	FEMALE	MOTHER	DUO	
NA20316		PATIENT 		ASW	African	2479	MALE	CHILD	DUO	
NA20317		PATIENT 		ASW	African	2480	FEMALE	MOTHER	DUO	
NA20318		PATIENT 		ASW	African	2480	MALE	CHILD OF 20317; SIB OF 20319	ADDNL RELATED	
NA20319		PATIENT 		ASW	African	2480	FEMALE	CHILD	DUO	
NA20320		PATIENT 		ASW	African	2481a	FEMALE	"SIB OF NA20321,NA20322"	ADDNL RELATED	
NA20321		PATIENT 		ASW	African	2481b	FEMALE	"SIB OF NA20322,NA20320"	ADDNL RELATED	
NA20322		PATIENT 		ASW	African	2481	FEMALE	"SIB OF NA20321,NA20320"	UNREL	
NA20332		PATIENT 		ASW	African	2483	FEMALE	MOTHER	DUO	
NA20333		PATIENT 		ASW	African	2483	FEMALE	CHILD	DUO	
NA20334		PATIENT 		ASW	African	2484	FEMALE	MOTHER	DUO	
NA20335		PATIENT 		ASW	African	2484	MALE	CHILD	DUO	
NA20336		PATIENT 		ASW	African	2485	FEMALE	MOTHER	DUO	
NA20337		PATIENT 		ASW	African	2485	FEMALE	CHILD	DUO	
NA20339		PATIENT 		ASW	African	2486	FEMALE	MOTHER	UNREL	
NA20340		PATIENT 		ASW	African	2487	MALE	FATHER	UNREL	
NA20341		PATIENT 		ASW	African	2487	FEMALE	MOTHER	UNREL	
NA20342		PATIENT 		ASW	African	2488	MALE	FATHER	DUO	
NA20343		PATIENT 		ASW	African	2488	MALE	CHILD	DUO	
NA20344		PATIENT 		ASW	African	2489	FEMALE	MOTHER	DUO	
NA20345		PATIENT 		ASW	African	2489	MALE	CHILD	DUO	
NA20346		PATIENT 		ASW	African	2490	MALE	FATHER	DUO	
NA20347		PATIENT 		ASW	African	2490	MALE	CHILD	DUO	
NA20348		PATIENT 		ASW	African	2491	MALE	FATHER	UNREL	
NA20349		PATIENT 		ASW	African	2492	MALE	FATHER	DUO	
NA20350		PATIENT 		ASW	African	2492	MALE	CHILD	DUO	
NA20351		PATIENT 		ASW	African	2493	MALE	FATHER	UNREL	
NA20355		PATIENT 		ASW	African	2484	FEMALE	CHILD OF 20334	ADDNL RELATED	
NA20356		PATIENT 		ASW	African	2494	MALE	FATHER	TRIO	
NA20357		PATIENT 		ASW	African	2494	FEMALE	MOTHER	TRIO	
NA20358		PATIENT 		ASW	African	2494	MALE	CHILD	TRIO	
NA20359		PATIENT 		ASW	African	2495	FEMALE	MOTHER	DUO	
NA20360		PATIENT 		ASW	African	2495	MALE	CHILD	DUO	
NA20361		PATIENT 		ASW	African	2495	FEMALE	CHILD OF 20359	ADDNL RELATED	
NA20362		PATIENT 		ASW	African	2495	MALE	CHILD OF 20359	ADDNL RELATED	
NA20363		PATIENT 		ASW	African	2496	FEMALE	MOTHER	DUO	
NA20364		PATIENT 		ASW	African	2496	FEMALE	CHILD	DUO	
NA20412		PATIENT 		ASW	African	2505	FEMALE	MOTHER	UNREL	
NA20413		PATIENT 		ASW	African	2505	MALE	CHILD OF 20412	ADDNL RELATED	
NA20414		PATIENT 		ASW	African	2506	FEMALE	MOTHER	UNREL	
NA20502		PATIENT 		TSI	European		FEMALE		UNREL	
NA20503		PATIENT 		TSI	European		FEMALE		UNREL	
NA20504		PATIENT 		TSI	European		FEMALE		UNREL	
NA20505		PATIENT 		TSI	European		FEMALE		UNREL	
NA20506		PATIENT 		TSI	European		FEMALE		UNREL	
NA20507		PATIENT 		TSI	European		FEMALE		UNREL	
NA20508		PATIENT 		TSI	European		FEMALE		UNREL	
NA20509		PATIENT 		TSI	European		MALE		UNREL	
NA20510		PATIENT 		TSI	European		MALE		UNREL	
NA20511		PATIENT 		TSI	European		MALE		UNREL	
NA20512		PATIENT 		TSI	European		MALE		UNREL	
NA20513		PATIENT 		TSI	European		MALE		UNREL	
NA20514		PATIENT 		TSI	European		FEMALE		UNREL	
NA20515		PATIENT 		TSI	European		MALE		UNREL	
NA20516		PATIENT 		TSI	European		MALE		UNREL	
NA20517		PATIENT 		TSI	European		FEMALE		UNREL	
NA20518		PATIENT 		TSI	European		MALE		UNREL	
NA20519		PATIENT 		TSI	European		MALE		UNREL	
NA20520		PATIENT 		TSI	European		MALE		UNREL	
NA20521		PATIENT 		TSI	European		MALE		UNREL	
NA20522		PATIENT 		TSI	European		FEMALE		UNREL	
NA20524		PATIENT 		TSI	European		MALE		UNREL	
NA20525		PATIENT 		TSI	European		MALE		UNREL	
NA20526		PATIENT 		TSI	European		FEMALE		UNREL	
NA20527		PATIENT 		TSI	European		MALE		UNREL	
NA20528		PATIENT 		TSI	European		MALE		UNREL	
NA20529		PATIENT 		TSI	European		FEMALE		UNREL	
NA20530		PATIENT 		TSI	European		FEMALE		UNREL	
NA20531		PATIENT 		TSI	European		FEMALE		UNREL	
NA20532		PATIENT 		TSI	European		MALE		UNREL	
NA20533		PATIENT 		TSI	European		FEMALE		UNREL	
NA20534		PATIENT 		TSI	European		MALE		UNREL	
NA20535		PATIENT 		TSI	European		FEMALE		UNREL	
NA20536		PATIENT 		TSI	European		MALE		UNREL	
NA20537		PATIENT 		TSI	European		MALE		UNREL	
NA20538		PATIENT 		TSI	European		MALE		UNREL	
NA20539		PATIENT 		TSI	European		MALE		UNREL	
NA20540		PATIENT 		TSI	European		FEMALE		UNREL	
NA20541		PATIENT 		TSI	European		FEMALE		UNREL	
NA20542		PATIENT 		TSI	European		FEMALE		UNREL	
NA20543		PATIENT 		TSI	European		MALE		UNREL	
NA20544		PATIENT 		TSI	European		MALE		UNREL	
NA20581		PATIENT 		TSI	European		MALE		UNREL	
NA20582		PATIENT 		TSI	European		FEMALE		UNREL	
NA20585		PATIENT 		TSI	European		FEMALE		UNREL	
NA20586		PATIENT 		TSI	European		MALE		UNREL	
NA20587		PATIENT 		TSI	European		FEMALE		UNREL	
NA20588		PATIENT 		TSI	European		MALE		UNREL	
NA20589		PATIENT 		TSI	European		FEMALE		UNREL	
NA20752		PATIENT 		TSI	European		MALE		UNREL	
NA20753		PATIENT 		TSI	European		FEMALE		UNREL	
NA20754		PATIENT 		TSI	European		MALE		UNREL	
NA20755		PATIENT 		TSI	European		MALE		UNREL	
NA20756		PATIENT 		TSI	European		FEMALE		UNREL	
NA20757		PATIENT 		TSI	European		FEMALE		UNREL	
NA20758		PATIENT 		TSI	European		MALE		UNREL	
NA20759		PATIENT 		TSI	European		MALE		UNREL	
NA20760		PATIENT 		TSI	European		FEMALE		UNREL	
NA20761		PATIENT 		TSI	European		FEMALE		UNREL	
NA20762		PATIENT 		TSI	European		MALE		UNREL	
NA20763		PATIENT 		TSI	European		MALE		UNREL	
NA20764		PATIENT 		TSI	European		FEMALE		UNREL	
NA20765		PATIENT 		TSI	European		MALE		UNREL	
NA20766		PATIENT 		TSI	European		FEMALE		UNREL	
NA20767		PATIENT 		TSI	European		MALE		UNREL	
NA20768		PATIENT 		TSI	European		FEMALE		UNREL	
NA20769		PATIENT 		TSI	European		FEMALE		UNREL	
NA20770		PATIENT 		TSI	European		MALE		UNREL	
NA20771		PATIENT 		TSI	European		FEMALE		UNREL	
NA20772		PATIENT 		TSI	European		FEMALE		UNREL	
NA20773		PATIENT 		TSI	European		FEMALE		UNREL	
NA20774		PATIENT 		TSI	European		FEMALE		UNREL	
NA20775		PATIENT 		TSI	European		FEMALE		UNREL	
NA20778		PATIENT 		TSI	European		MALE		UNREL	
NA20780		PATIENT 		TSI	European		MALE		UNREL	
NA20783		PATIENT 		TSI	European		MALE		UNREL	
NA20785		PATIENT 		TSI	European		MALE		UNREL	
NA20786		PATIENT 		TSI	European		FEMALE		UNREL	
NA20787		PATIENT 		TSI	European		MALE		UNREL	
NA20790		PATIENT 		TSI	European		FEMALE		UNREL	
NA20791		PATIENT 		TSI	European		MALE		UNREL	
NA20792		PATIENT 		TSI	European		MALE		UNREL	
NA20795		PATIENT 		TSI	European		FEMALE		UNREL	
NA20796		PATIENT 		TSI	European		MALE		UNREL	
NA20797		PATIENT 		TSI	European		FEMALE		UNREL	
NA20798		PATIENT 		TSI	European		MALE		UNREL	
NA20799		PATIENT 		TSI	European		FEMALE		UNREL	
NA20800		PATIENT 		TSI	European		FEMALE		UNREL	
NA20801		PATIENT 		TSI	European		MALE		UNREL	
NA20802		PATIENT 		TSI	European		FEMALE		UNREL	
NA20803		PATIENT 		TSI	European		MALE		UNREL	
NA20804		PATIENT 		TSI	European		FEMALE		UNREL	
NA20805		PATIENT 		TSI	European		MALE		UNREL	
NA20806		PATIENT 		TSI	European		MALE		UNREL	
NA20807		PATIENT 		TSI	European		FEMALE		UNREL	
NA20808		PATIENT 		TSI	European		FEMALE		UNREL	
NA20809		PATIENT 		TSI	European		MALE		UNREL	
NA20810		PATIENT 		TSI	European		MALE		UNREL	
NA20811		PATIENT 		TSI	European		MALE		UNREL	
NA20812		PATIENT 		TSI	European		MALE		UNREL	
NA20813		PATIENT 		TSI	European		FEMALE		UNREL	
NA20814		PATIENT 		TSI	European		MALE		UNREL	
NA20815		PATIENT 		TSI	European		MALE		UNREL	
NA20816		PATIENT 		TSI	European		MALE		UNREL	
NA20817		PATIENT 		TSI	European		MALE		UNREL	
NA20818		PATIENT 		TSI	European		FEMALE		UNREL	
NA20819		PATIENT 		TSI	European		FEMALE		UNREL	
NA20820		PATIENT 		TSI	European		MALE		UNREL	
NA20821		PATIENT 		TSI	European		FEMALE		UNREL	
NA20822		PATIENT 		TSI	European		FEMALE		UNREL	
NA20825		PATIENT 		TSI	European		MALE		UNREL	
NA20826		PATIENT 		TSI	European		FEMALE		UNREL	
NA20827		PATIENT 		TSI	European		MALE		UNREL	
NA20828		PATIENT 		TSI	European		FEMALE		UNREL	
NA20829		PATIENT 		TSI	European		MALE		UNREL	
NA20831		PATIENT 		TSI	European		MALE		UNREL	
NA20832		PATIENT 		TSI	European		FEMALE		UNREL	
NA20845		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20846		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20847		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20849		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20850		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20851		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20852		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20853		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20854		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20856		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20858		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20859		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20861		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20862		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20863		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20864		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20866		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20867		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20868		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20869		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20870		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20871		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20872		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20873		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20874		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20875		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20876		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20877		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20878		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20879		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20881		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20882		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20883		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20884		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20885		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20886		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20887		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20888		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20889		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20890		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20891		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20892		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20893		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20894		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20895		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20896		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20897		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20898		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20899		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20900		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20901		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20902		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20903		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20904		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20905		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20906		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20907		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20908		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20909		PATIENT 		GIH	South Asian		MALE		UNREL	
NA20910		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA20911		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21086		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21087		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21088		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21089		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21090		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21091		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21092		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21093		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21094		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21095		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21097		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21098		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21099		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21100		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21101		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21102		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21103		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21104		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21105		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21106		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21107		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21108		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21109		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21110		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21111		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21112		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21113		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21114		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21115		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21116		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21117		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21118		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21119		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21120		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21121		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21122		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21123		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21124		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21125		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21126		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21127		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21128		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21129		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21130		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21131		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21132		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21133		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21134		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21135		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21136		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21137		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21141		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21142		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21143		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21144		PATIENT 		GIH	South Asian		FEMALE		UNREL	
NA21145		PATIENT 		GIH	South Asian		MALE		UNREL	
NA21295		PATIENT 		MKK	African	2560	MALE	FATHER	UNREL	
NA21296		PATIENT 		MKK	African		MALE		UNREL	
NA21297		PATIENT 		MKK	African	2561	FEMALE	MOTHER	UNREL	
NA21298		PATIENT 		MKK	African	2562	MALE	FATHER	UNREL	
NA21299		PATIENT 		MKK	African		FEMALE		UNREL	
NA21300		PATIENT 		MKK	African	2562	FEMALE	MOTHER	UNREL	
NA21301		PATIENT 		MKK	African	2563	MALE	FATHER	TRIO	
NA21302		PATIENT 		MKK	African	2563	FEMALE	CHILD	TRIO	
NA21303		PATIENT 		MKK	African	2563	FEMALE	MOTHER	TRIO	
NA21304		PATIENT 		MKK	African	2564	MALE	FATHER	UNREL	
NA21305		PATIENT 		MKK	African		FEMALE		UNREL	
NA21306		PATIENT 		MKK	African	2564	FEMALE	MOTHER	UNREL	
NA21307		PATIENT 		MKK	African	2565	MALE	FATHER	TRIO	
NA21308		PATIENT 		MKK	African	2565	FEMALE	MOTHER	TRIO	
NA21309		PATIENT 		MKK	African	2565	FEMALE	CHILD	TRIO	
NA21310		PATIENT 		MKK	African	2566	MALE	CHILD	TRIO	
NA21311		PATIENT 		MKK	African	2566	MALE	FATHER	TRIO	
NA21312		PATIENT 		MKK	African	2567	MALE	FATHER	TRIO	
NA21313		PATIENT 		MKK	African	2567	MALE	CHILD	TRIO	
NA21314		PATIENT 		MKK	African	2568	MALE	FATHER	UNREL	
NA21316		PATIENT 		MKK	African	2569	MALE	FATHER	TRIO	
NA21317		PATIENT 		MKK	African	2569	MALE	CHILD	TRIO	
NA21318		PATIENT 		MKK	African	2570	MALE	FATHER	UNREL	
NA21319		PATIENT 		MKK	African		FEMALE		UNREL	
NA21320		PATIENT 		MKK	African	2571	FEMALE	MOTHER	UNREL	
NA21321		PATIENT 		MKK	African		MALE		UNREL	
NA21333		PATIENT 		MKK	African	2560	FEMALE	MOTHER	UNREL	
NA21334		PATIENT 		MKK	African		MALE		UNREL	
NA21335		PATIENT 		MKK	African	2572	MALE	FATHER	UNREL	
NA21336		PATIENT 		MKK	African	2572	FEMALE	MOTHER	UNREL	
NA21337		PATIENT 		MKK	African		MALE		UNREL	
NA21338		PATIENT 		MKK	African	2573	MALE	FATHER	UNREL	
NA21339		PATIENT 		MKK	African	2573	FEMALE	MOTHER	UNREL	
NA21340		PATIENT 		MKK	African		FEMALE		UNREL	
NA21341		PATIENT 		MKK	African	2574	MALE	FATHER	UNREL	
NA21344		PATIENT 		MKK	African	2575	MALE	FATHER	TRIO	
NA21351		PATIENT 		MKK	African	2561	MALE	FATHER	UNREL	
NA21352		PATIENT 		MKK	African	2576	MALE	FATHER	UNREL	
NA21353		PATIENT 		MKK	African	2576	FEMALE	MOTHER	UNREL	
NA21355		PATIENT 		MKK	African	2577	MALE	FATHER	UNREL	
NA21356		PATIENT 		MKK	African	2578	MALE	FATHER	UNREL	
NA21357		PATIENT 		MKK	African	2578	FEMALE	MOTHER	UNREL	
NA21358		PATIENT 		MKK	African		FEMALE		UNREL	
